YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2009","78359CCDNTHWY36","110000599807","OCCIDENTAL CHEMICAL CORP","4133 HWY 361","GREGORY","SAN PATRICIO","TX","78359","","","27.883611","-97.241383","NO","325","Chemicals","","","","","","","325199","325181","","","","","1309207171479","BENZENE","000071432","4754","YES","TRI","NO","0","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".29","0","0","0","0",".29","0","0","0","0","0","0","0","0","0","0","0",".29",".29","","",".89","OCCIDENTAL CHEMICAL HOLDING CORP","144374907"
"2009","77536FNLND1818B","110000619652","TOTAL PETROCHEMICALS & REFINING USA INC","1818 INDEPENDENCE PKWY S","LA PORTE","HARRIS","TX","77571","","","29.726111","-95.08945","NO","325","Chemicals","","","","","","","325211","","","","","","1309207330109","PROPYLENE","000115071","29009","NO","TRI","NO","0","NO","R","Pounds","34775.89","93158.81","0","0","0","0","0","0","0","0","0","0","0","0","127934.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11541","0","0","0","0","11541","127934.7","0","0","91259.7","0","0","6890897","0","0","0","11877619","11541","18871316.7","36675","","1.11","TOTAL HOLDINGS USA INC","NA"
"2009","77641KMCNC2450S","110000464042","KMTEX LLC","2450 S GULFWAY DR","PORT ARTHUR","JEFFERSON","TX","77641","","","29.825641","-93.965034","NO","325","Chemicals","","","","","","","325199","","","","","","1309207316795","N-HEXANE","000110543","26740","YES","TRI","NO","0","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","0","","1.5","KMCO LLC","074198961"
"2009","77507HLDRT10010","110000462883","HALDOR TOPSOE INC","10010 BAYPORT RD","PASADENA","HARRIS","TX","77507","","","29.61225","-95.05782","NO","325","Chemicals","","","","","","","325188","","","","","","1309207585643","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","","1.1","HALDOR TOPSOE/ AS","NA"
"2009","77592NNCRB33015","110000505524","UNION CARBIDE CORP TEXAS CITY PLANT","3301 5TH AVE S","TEXAS CITY","GALVESTON","TX","77590","","","29.375556","-94.949444","NO","325","Chemicals","","","","","","","325110","325211","325199","","","","1309207463252","PROPYLENE","000115071","29009","NO","TRI","NO","0","NO","R","Pounds","10054","41021","0","0","0","0","0","0","0","0","0","0","0","0","51075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51075","0","0","51075","0","0","1986","0","0","0","3445650","0","3498711","","","1","THE DOW CHEMICAL CO","001381581"
"2009","7703WFTRPP11811","110005054289","FUTURE PIPE INDUSTRIES","11811 PROCTOR ROAD","HOUSTON","HOUSTON","TX","77038","","","29.905","-95.466666","NO","326","Plastics and Rubber","","","","","","","326122","","","","","","1309207930936","DIAMINOTOLUENE (MIXED ISOMERS)","025376458","232421","NO","TRI","NO","0","YES","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","NA",""
"2009","76063MRCHM1300F","110000459156","AMERICHEM INC MTX","1300 FT WORTH ST","MANSFIELD","TARRANT","TX","76063","","","32.557584","-97.125366","NO","325","Chemicals","","","","","","","325991","","","","","","1309207595012","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090","649475","YES","TRI","YES","1","NO","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","963","0","0","0","963","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","973","0","0","10","0","963","0","0","0","0","0","0","973","","",".72","AMERICHEM INC","004467387"
"2009","77484PPGFM19914","110005188019","FC PRO LLC","19914 GH CIR","WALLER","WALLER","TX","77484","","","30.05546","-95.94611","NO","325","Chemicals","","","","","","","325510","","","","","","1309207635210","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","FLOTEK","159997535"
"2009","77640CHVRN2001S","110020148008","CHEVRON PHILLIPS CHEMICAL CO","2001 S GULFWAY DR","PORT ARTHUR","JEFFERSON","TX","77640","","","29.850396","-93.977222","NO","325","Chemicals","","","","","","","325199","","","","","","1309207469584","1,3-BUTADIENE","000106990","24042","YES","TRI","NO","0","YES","R","Pounds","1400","19","0","0","0","0","0","0","0","0","0","0","0","0","1419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1419","0","0","1400","0","0","0","0","0","0","970","0","2370","","","1.5","CHEVRON CORP & PHILLIPS 66 CO","NA"
"2009","76548SRMYFBLDG4","110042005264","US ARMY FORT HOOD RANGE FACILITY","IMWE HOD PWE BLDG 4622 ENGINEER DR","FORT HOOD","BELL","TX","76544","","","31.127111","-97.785556","YES","999","Other","","","","","","","928110","","","","","","1309207501230","DINITROTOLUENE (MIXED ISOMERS)","025321146","231894","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","US DEPARTMENT OF DEFENSE","NA"
